address;source_location;insn;indent
0x65b79a0;:0;PUSH	%RBP;
0x65b8d2b;:0;MOV	-0x310(%RBP),%R13;  (14617) 
0x65b8d32;:0;JMP	65b8d5f <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x13bf>;  (14617) 
0x65b8d34;:0;NOPW	%CS:(%RAX,%RAX,1);
0x65b8d40;:0;MOV	0x68(%RBX),%RAX;  (14617) 
0x65b8d44;:0;MOV	%R15D,(%RAX,%R12,4);  (14617) 
0x65b8d48;:0;LEA	0x1(%R12),%EAX;  (14617) 
0x65b8d4d;:0;MOV	%EAX,(%R14);  (14617) 
0x65b8d50;:0;MOV	-0x2e0(%RBP),%R12;  (14617) 
0x65b8d57;:0;MOVZX	-0x2a1(%RBP),%R14D;  (14617) 
0x65b8d5f;:0;MOV	-0x2a0(%RBP),%RAX;  (14617) 
0x65b8d66;:0;TEST	%RAX,%RAX;  (14617) 
0x65b8d69;:0;JE	65b8e45 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x14a5>;  (14617) 
0x65b8d6f;:0;MOV	-0x298(%RBP),%RCX;  (14617) 
0x65b8d76;:0;MOVZX	(%RCX),%EDX;  (14617) 
0x65b8d79;:0;CMP	$0x2c,%EDX;  (14617) 
0x65b8d7c;:0;JNE	65b8e27 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1487>;  (14617) 
0x65b8d82;:0;INC	%RCX;  (14617) 
0x65b8d85;:0;MOV	%RCX,-0x298(%RBP);  (14617) 
0x65b8d8c;:0;DEC	%RAX;  (14617) 
0x65b8d8f;:0;MOV	%RAX,-0x2a0(%RBP);  (14617) 
0x65b8d96;:0;LEA	-0x2a0(%RBP),%RDI;  (14617) 
0x65b8d9d;:0;CALL	764d600 <_ZN3tsl8str_util23RemoveLeadingWhitespaceEPSt17basic_string_viewIcSt11char_traitsIcEE@plt>;  (14617) 
0x65b8da2;:0;MOV	-0x2a0(%RBP),%RAX;  (14617) 
0x65b8da9;:0;TEST	%RAX,%RAX;  (14617) 
0x65b8dac;:0;JE	65b8b40 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x11a0>;  (14617) 
0x65b8db2;:0;MOV	-0x298(%RBP),%RCX;  (14617) 
0x65b8db9;:0;CMPB	$0x7d,(%RCX);  (14617) 
0x65b8dbc;:0;JNE	65b8b40 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x11a0>;  (14617) 
0x65b8dc2;:0;JMP	65b8e2c <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x148c>;(14613) 
0x65b8dc4;:0;MOV	(%RDI),%RDI;  (14617) 
0x65b8dc7;:0;JMP	65b8cd9 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1339>;  (14617) 
0x65b8dcc;:0;ADD	$0x3,%RCX;(14613) 
0x65b8dd0;:0;ADD	$-0x3,%RAX;(14613) 
0x65b8dd4;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b8ddb;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b8de2;:0;LEA	-0x5bf51e8(%RIP),%RBX;(14613) 
0x65b8de9;:0;TEST	%R13B,%R13B;(14613) 
0x65b8dec;:0;JNE	65b9439 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1a99>;(14613) 
0x65b8df2;:0;JMP	65b8a71 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x10d1>;(14613) 
0x65b8df7;:0;ADD	$0x4,%RCX;(14613) 
0x65b8dfb;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b8e02;:0;ADD	$-0x4,%RAX;(14613) 
0x65b8e06;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b8e0d;:0;LEA	-0x5b817b1(%RIP),%RBX;(14613) 
0x65b8e14;:0;JMP	65b9439 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1a99>;(14613) 
0x65b8e19;:0;CMP	$0x7,%EBX;(14613) 
0x65b8e1c;:0;JE	65b9463 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1ac3>;(14613) 
0x65b8e22;:0;JMP	65b9e14 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2474>;(14613) 
0x65b8e27;:0;CMP	$0x7d,%EDX;(14613) 
0x65b8e2a;:0;JNE	65b8e45 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x14a5>;(14613) 
0x65b8e2c;:0;INC	%RCX;(14613) 
0x65b8e2f;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b8e36;:0;DEC	%RAX;(14613) 
0x65b8e39;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b8e40;:0;JMP	65b9463 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1ac3>;(14613) 
0x65b8e45;:0;MOVQ	$0x2b,-0xf0(%RBP);(14613) 
0x65b8e50;:0;LEA	-0x5ba8285(%RIP),%RAX;(14613) 
0x65b8e57;:0;MOV	%RAX,-0xe8(%RBP);(14613) 
0x65b8e5e;:0;VMOVDQA	-0x2a0(%RBP),%XMM0;(14613) 
0x65b8e66;:0;VMOVDQA	%XMM0,-0x120(%RBP);(14613) 
0x65b8e6e;:0;MOVQ	$0x1,-0x1c0(%RBP);(14613) 
0x65b8e79;:0;LEA	-0x5c039f4(%RIP),%RAX;(14613) 
0x65b8e80;:0;MOV	%RAX,-0x1b8(%RBP);(14613) 
0x65b8e87;:0;MOV	0x70(%R12),%RAX;(14613) 
0x65b8e8c;:0;AND	$-0x4,%RAX;(14613) 
0x65b8e90;:0;MOVQ	$0xc,-0x170(%RBP);(14613) 
0x65b8e9b;:0;LEA	-0x5bc7925(%RIP),%RCX;(14613) 
0x65b8ea2;:0;MOV	%RCX,-0x168(%RBP);(14613) 
0x65b8ea9;:0;MOV	-0x2b0(%RBP),%RCX;(14613) 
0x65b8eb0;:0;MOV	%RCX,-0x60(%RBP);(14613) 
0x65b8eb4;:0;MOV	-0x2d0(%RBP),%RCX;(14613) 
0x65b8ebb;:0;MOV	%RCX,-0x58(%RBP);(14613) 
0x65b8ebf;:0;MOVQ	$0xa,-0x90(%RBP);(14613) 
0x65b8eca;:0;LEA	-0x5c1a521(%RIP),%RCX;(14613) 
0x65b8ed1;:0;MOV	%RCX,-0x88(%RBP);(14613) 
0x65b8ed8;:0;MOV	(%RAX),%RCX;(14613) 
0x65b8edb;:0;MOV	0x8(%RAX),%RAX;(14613) 
0x65b8edf;:0;MOV	%RAX,-0xc0(%RBP);(14613) 
0x65b8ee6;:0;MOV	%RCX,-0xb8(%RBP);(14613) 
0x65b8eed;:0;LEA	-0x230(%RBP),%RDI;(14613) 
0x65b8ef4;:0;LEA	-0x170(%RBP),%RSI;(14613) 
0x65b8efb;:0;LEA	-0x60(%RBP),%RDX;(14613) 
0x65b8eff;:0;LEA	-0x90(%RBP),%RCX;(14613) 
0x65b8f06;:0;LEA	-0xc0(%RBP),%R8;(14613) 
0x65b8f0d;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b8f12;:0;MOV	-0x230(%RBP),%RAX;(14613) 
0x65b8f19;:0;MOV	-0x228(%RBP),%RCX;(14613) 
0x65b8f20;:0;MOV	%RCX,-0x210(%RBP);(14613) 
0x65b8f27;:0;MOV	%RAX,-0x208(%RBP);(14613) 
0x65b8f2e;:0;LEA	-0x1e0(%RBP),%RDI;(14613) 
0x65b8f35;:0;LEA	-0xf0(%RBP),%RSI;(14613) 
0x65b8f3c;:0;LEA	-0x120(%RBP),%RDX;(14613) 
0x65b8f43;:0;LEA	-0x1c0(%RBP),%RCX;(14613) 
0x65b8f4a;:0;LEA	-0x210(%RBP),%R8;(14613) 
0x65b8f51;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b8f56;:0;MOV	-0x2c0(%RBP),%RSI;(14613) 
0x65b8f5d;:0;CMP	-0x2b8(%RBP),%RSI;(14613) 
0x65b8f64;:0;JNE	65b9d30 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2390>;(14613) 
0x65b8f6a;:0;LEA	-0x2c8(%RBP),%RDI;(14613) 
0x65b8f71;:0;LEA	-0x1e0(%RBP),%RDX;(14613) 
0x65b8f78;:0;CALL	7633930 <_ZNSt6vectorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESaIS5_EE17_M_realloc_insertIJS5_EEEvN9__gnu_cxx17__normal_iteratorIPS5_S7_EEDpOT_@plt>;(14613) 
0x65b8f7d;:0;JMP	65b9de4 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2444>;(14613) 
0x65b8f82;:0;ADD	$0x4,%RCX;(14613) 
0x65b8f86;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b8f8d;:0;ADD	$-0x4,%RAX;(14613) 
0x65b8f91;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b8f98;:0;LEA	-0x5c26dcb(%RIP),%RBX;(14613) 
0x65b8f9f;:0;JMP	65b9439 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1a99>;(14613) 
0x65b8fa4;:0;MOV	$-0xa,%RDX;(14613) 
0x65b8fab;:0;MOV	$0xa,%ESI;(14613) 
0x65b8fb0;:0;JMP	65b9ea3 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2503>;(14613) 
0x65b8fb5;:0;MOV	(%RCX),%RDX;(14613) 
0x65b8fb8;:0;MOV	$0x74636972656d756e,%RSI;(14613) 
0x65b8fc2;:0;XOR	%RSI,%RDX;(14613) 
0x65b8fc5;:0;MOV	0x3(%RCX),%RSI;(14613) 
0x65b8fc9;:0;MOV	$0x6570797463697265,%RDI;(14613) 
0x65b8fd3;:0;XOR	%RDI,%RSI;(14613) 
0x65b8fd6;:0;OR	%RDX,%RSI;(14613) 
0x65b8fd9;:0;JE	65b940b <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1a6b>;(14613) 
0x65b8fdf;:0;CMP	$0xd,%RAX;(14613) 
0x65b8fe3;:0;JB	65b80bf <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x71f>;(14613) 
0x65b8fe9;:0;MOV	(%RCX),%RDX;(14613) 
0x65b8fec;:0;MOV	$0x657a69746e617571,%RSI;(14613) 
0x65b8ff6;:0;XOR	%RSI,%RDX;(14613) 
0x65b8ff9;:0;MOV	$0x6570797463697265,%RSI;(14613) 
0x65b9003;:0;ADD	$0xfc0804,%RSI;(14613) 
0x65b900a;:0;XOR	0x5(%RCX),%RSI;(14613) 
0x65b900e;:0;OR	%RDX,%RSI;(14613) 
0x65b9011;:0;JE	65b9e30 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2490>;(14613) 
0x65b9017;:0;CMP	$0xe,%RAX;(14613) 
0x65b901b;:0;JAE	65b9e3e <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x249e>;(14613) 
0x65b9021;:0;MOV	$0xd,%EAX;(14613) 
0x65b9026;:0;JMP	65b80bf <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x71f>;(14613) 
0x65b902b;:0;ADD	$0x5,%RCX;(14613) 
0x65b902f;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b9036;:0;ADD	$-0x5,%RAX;(14613) 
0x65b903a;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b9041;:0;LEA	-0x5b70922(%RIP),%RBX;(14613) 
0x65b9048;:0;JMP	65b9439 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1a99>;(14613) 
0x65b904d;:0;MOVQ	$0x20,-0xf0(%RBP);(14613) 
0x65b9058;:0;LEA	-0x5bdc3ee(%RIP),%RAX;(14613) 
0x65b905f;:0;MOV	%RAX,-0xe8(%RBP);(14613) 
0x65b9066;:0;VMOVDQU	-0x2a0(%RBP),%XMM0;(14613) 
0x65b906e;:0;VMOVDQA	%XMM0,-0x120(%RBP);(14613) 
0x65b9076;:0;MOVQ	$0x1,-0x1c0(%RBP);(14613) 
0x65b9081;:0;LEA	-0x5c03bfc(%RIP),%RAX;(14613) 
0x65b9088;:0;MOV	%RAX,-0x1b8(%RBP);(14613) 
0x65b908f;:0;MOV	0x70(%R12),%RAX;(14613) 
0x65b9094;:0;AND	$-0x4,%RAX;(14613) 
0x65b9098;:0;MOVQ	$0xc,-0x170(%RBP);(14613) 
0x65b90a3;:0;LEA	-0x5bc7b2d(%RIP),%RCX;(14613) 
0x65b90aa;:0;MOV	%RCX,-0x168(%RBP);(14613) 
0x65b90b1;:0;MOV	-0x2b0(%RBP),%RCX;(14613) 
0x65b90b8;:0;MOV	%RCX,-0x60(%RBP);(14613) 
0x65b90bc;:0;MOV	-0x2d0(%RBP),%RCX;(14613) 
0x65b90c3;:0;MOV	%RCX,-0x58(%RBP);(14613) 
0x65b90c7;:0;MOVQ	$0xa,-0x90(%RBP);(14613) 
0x65b90d2;:0;LEA	-0x5c1a729(%RIP),%RCX;(14613) 
0x65b90d9;:0;MOV	%RCX,-0x88(%RBP);(14613) 
0x65b90e0;:0;MOV	(%RAX),%RCX;(14613) 
0x65b90e3;:0;MOV	0x8(%RAX),%RAX;(14613) 
0x65b90e7;:0;MOV	%RAX,-0xc0(%RBP);(14613) 
0x65b90ee;:0;MOV	%RCX,-0xb8(%RBP);(14613) 
0x65b90f5;:0;LEA	-0x230(%RBP),%RDI;(14613) 
0x65b90fc;:0;LEA	-0x170(%RBP),%RSI;(14613) 
0x65b9103;:0;LEA	-0x60(%RBP),%RDX;(14613) 
0x65b9107;:0;LEA	-0x90(%RBP),%RCX;(14613) 
0x65b910e;:0;LEA	-0xc0(%RBP),%R8;(14613) 
0x65b9115;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b911a;:0;MOV	-0x230(%RBP),%RAX;(14613) 
0x65b9121;:0;MOV	-0x228(%RBP),%RCX;(14613) 
0x65b9128;:0;MOV	%RCX,-0x210(%RBP);(14613) 
0x65b912f;:0;MOV	%RAX,-0x208(%RBP);(14613) 
0x65b9136;:0;LEA	-0x1e0(%RBP),%RDI;(14613) 
0x65b913d;:0;LEA	-0xf0(%RBP),%RSI;(14613) 
0x65b9144;:0;LEA	-0x120(%RBP),%RDX;(14613) 
0x65b914b;:0;LEA	-0x1c0(%RBP),%RCX;(14613) 
0x65b9152;:0;LEA	-0x210(%RBP),%R8;(14613) 
0x65b9159;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b915e;:0;MOV	-0x2c0(%RBP),%RSI;(14613) 
0x65b9165;:0;CMP	-0x2b8(%RBP),%RSI;(14613) 
0x65b916c;:0;JNE	65b9d30 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2390>;(14613) 
0x65b9172;:0;LEA	-0x2c8(%RBP),%RDI;(14613) 
0x65b9179;:0;LEA	-0x1e0(%RBP),%RDX;(14613) 
0x65b9180;:0;CALL	7633930 <_ZNSt6vectorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESaIS5_EE17_M_realloc_insertIJS5_EEEvN9__gnu_cxx17__normal_iteratorIPS5_S7_EEDpOT_@plt>;(14613) 
0x65b9185;:0;JMP	65b9de4 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2444>;(14613) 
0x65b918a;:0;MOVQ	$0x23,-0xf0(%RBP);(14613) 
0x65b9195;:0;LEA	-0x5bbb6cb(%RIP),%RAX;(14613) 
0x65b919c;:0;MOV	%RAX,-0xe8(%RBP);(14613) 
0x65b91a3;:0;VMOVDQU	-0x2a0(%RBP),%XMM0;(14613) 
0x65b91ab;:0;VMOVDQA	%XMM0,-0x120(%RBP);(14613) 
0x65b91b3;:0;MOVQ	$0x1,-0x1c0(%RBP);(14613) 
0x65b91be;:0;LEA	-0x5c03d39(%RIP),%RAX;(14613) 
0x65b91c5;:0;MOV	%RAX,-0x1b8(%RBP);(14613) 
0x65b91cc;:0;MOV	0x70(%R12),%RAX;(14613) 
0x65b91d1;:0;AND	$-0x4,%RAX;(14613) 
0x65b91d5;:0;MOVQ	$0xc,-0x170(%RBP);(14613) 
0x65b91e0;:0;LEA	-0x5bc7c6a(%RIP),%RCX;(14613) 
0x65b91e7;:0;MOV	%RCX,-0x168(%RBP);(14613) 
0x65b91ee;:0;MOV	-0x2b0(%RBP),%RCX;(14613) 
0x65b91f5;:0;MOV	%RCX,-0x60(%RBP);(14613) 
0x65b91f9;:0;MOV	-0x2d0(%RBP),%RCX;(14613) 
0x65b9200;:0;MOV	%RCX,-0x58(%RBP);(14613) 
0x65b9204;:0;MOVQ	$0xa,-0x90(%RBP);(14613) 
0x65b920f;:0;LEA	-0x5c1a866(%RIP),%RCX;(14613) 
0x65b9216;:0;MOV	%RCX,-0x88(%RBP);(14613) 
0x65b921d;:0;MOV	(%RAX),%RCX;(14613) 
0x65b9220;:0;MOV	0x8(%RAX),%RAX;(14613) 
0x65b9224;:0;MOV	%RAX,-0xc0(%RBP);(14613) 
0x65b922b;:0;MOV	%RCX,-0xb8(%RBP);(14613) 
0x65b9232;:0;LEA	-0x230(%RBP),%RDI;(14613) 
0x65b9239;:0;LEA	-0x170(%RBP),%RSI;(14613) 
0x65b9240;:0;LEA	-0x60(%RBP),%RDX;(14613) 
0x65b9244;:0;LEA	-0x90(%RBP),%RCX;(14613) 
0x65b924b;:0;LEA	-0xc0(%RBP),%R8;(14613) 
0x65b9252;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b9257;:0;MOV	-0x230(%RBP),%RAX;(14613) 
0x65b925e;:0;MOV	-0x228(%RBP),%RCX;(14613) 
0x65b9265;:0;MOV	%RCX,-0x210(%RBP);(14613) 
0x65b926c;:0;MOV	%RAX,-0x208(%RBP);(14613) 
0x65b9273;:0;LEA	-0x1e0(%RBP),%RDI;(14613) 
0x65b927a;:0;LEA	-0xf0(%RBP),%RSI;(14613) 
0x65b9281;:0;LEA	-0x120(%RBP),%RDX;(14613) 
0x65b9288;:0;LEA	-0x1c0(%RBP),%RCX;(14613) 
0x65b928f;:0;LEA	-0x210(%RBP),%R8;(14613) 
0x65b9296;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b929b;:0;MOV	-0x2c0(%RBP),%RSI;(14613) 
0x65b92a2;:0;CMP	-0x2b8(%RBP),%RSI;(14613) 
0x65b92a9;:0;JNE	65b9d30 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2390>;(14613) 
0x65b92af;:0;LEA	-0x2c8(%RBP),%RDI;(14613) 
0x65b92b6;:0;LEA	-0x1e0(%RBP),%RDX;(14613) 
0x65b92bd;:0;CALL	7633930 <_ZNSt6vectorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESaIS5_EE17_M_realloc_insertIJS5_EEEvN9__gnu_cxx17__normal_iteratorIPS5_S7_EEDpOT_@plt>;(14613) 
0x65b92c2;:0;JMP	65b9de4 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2444>;(14613) 
0x65b92c7;:0;MOVQ	$0x1a,-0xf0(%RBP);(14613) 
0x65b92d2;:0;LEA	-0x5bbb7e4(%RIP),%RAX;(14613) 
0x65b92d9;:0;MOV	%RAX,-0xe8(%RBP);(14613) 
0x65b92e0;:0;VMOVDQA	-0x300(%RBP),%XMM0;(14613) 
0x65b92e8;:0;VMOVDQA	%XMM0,-0x120(%RBP);(14613) 
0x65b92f0;:0;MOVQ	$0x1,-0x1c0(%RBP);(14613) 
0x65b92fb;:0;LEA	-0x5c03e76(%RIP),%RAX;(14613) 
0x65b9302;:0;MOV	%RAX,-0x1b8(%RBP);(14613) 
0x65b9309;:0;MOV	-0x2e0(%RBP),%R12;(14613) 
0x65b9310;:0;MOV	0x70(%R12),%RAX;(14613) 
0x65b9315;:0;AND	$-0x4,%RAX;(14613) 
0x65b9319;:0;MOVQ	$0xc,-0x170(%RBP);(14613) 
0x65b9324;:0;LEA	-0x5bc7dae(%RIP),%RCX;(14613) 
0x65b932b;:0;MOV	%RCX,-0x168(%RBP);(14613) 
0x65b9332;:0;MOV	-0x2b0(%RBP),%RCX;(14613) 
0x65b9339;:0;MOV	%RCX,-0x60(%RBP);(14613) 
0x65b933d;:0;MOV	-0x2d0(%RBP),%RCX;(14613) 
0x65b9344;:0;MOV	%RCX,-0x58(%RBP);(14613) 
0x65b9348;:0;MOVQ	$0xa,-0x90(%RBP);(14613) 
0x65b9353;:0;LEA	-0x5c1a9aa(%RIP),%RCX;(14613) 
0x65b935a;:0;MOV	%RCX,-0x88(%RBP);(14613) 
0x65b9361;:0;MOV	(%RAX),%RCX;(14613) 
0x65b9364;:0;MOV	0x8(%RAX),%RAX;(14613) 
0x65b9368;:0;MOV	%RAX,-0xc0(%RBP);(14613) 
0x65b936f;:0;MOV	%RCX,-0xb8(%RBP);(14613) 
0x65b9376;:0;LEA	-0x230(%RBP),%RDI;(14613) 
0x65b937d;:0;LEA	-0x170(%RBP),%RSI;(14613) 
0x65b9384;:0;LEA	-0x60(%RBP),%RDX;(14613) 
0x65b9388;:0;LEA	-0x90(%RBP),%RCX;(14613) 
0x65b938f;:0;LEA	-0xc0(%RBP),%R8;(14613) 
0x65b9396;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b939b;:0;MOV	-0x230(%RBP),%RAX;(14613) 
0x65b93a2;:0;MOV	-0x228(%RBP),%RCX;(14613) 
0x65b93a9;:0;MOV	%RCX,-0x210(%RBP);(14613) 
0x65b93b0;:0;MOV	%RAX,-0x208(%RBP);(14613) 
0x65b93b7;:0;LEA	-0x1e0(%RBP),%RDI;(14613) 
0x65b93be;:0;LEA	-0xf0(%RBP),%RSI;(14613) 
0x65b93c5;:0;LEA	-0x120(%RBP),%RDX;(14613) 
0x65b93cc;:0;LEA	-0x1c0(%RBP),%RCX;(14613) 
0x65b93d3;:0;LEA	-0x210(%RBP),%R8;(14613) 
0x65b93da;:0;CALL	7632810 <_ZN3tsl7strings6StrCatB5cxx11ERKNS0_8AlphaNumES3_S3_S3_@plt>;(14613) 
0x65b93df;:0;MOV	-0x2c0(%RBP),%RSI;(14613) 
0x65b93e6;:0;CMP	-0x2b8(%RBP),%RSI;(14613) 
0x65b93ed;:0;JNE	65b9d30 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2390>;(14613) 
0x65b93f3;:0;LEA	-0x2c8(%RBP),%RDI;(14613) 
0x65b93fa;:0;LEA	-0x1e0(%RBP),%RDX;(14613) 
0x65b9401;:0;CALL	7633930 <_ZNSt6vectorINSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEESaIS5_EE17_M_realloc_insertIJS5_EEEvN9__gnu_cxx17__normal_iteratorIPS5_S7_EEDpOT_@plt>;(14613) 
0x65b9406;:0;JMP	65b9de4 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2444>;(14613) 
0x65b940b;:0;MOV	$-0xb,%RDX;(14613) 
0x65b9412;:0;MOV	$0xb,%ESI;(14613) 
0x65b9417;:0;JMP	65b9ea3 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x2503>;(14613) 
0x65b941c;:0;ADD	$0x6,%RCX;(14613) 
0x65b9420;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b9427;:0;ADD	$-0x6,%RAX;(14613) 
0x65b942b;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b9432;:0;LEA	-0x5b77137(%RIP),%RBX;(14613) 
0x65b9439;:0;MOV	%RBX,%RDI;(14613) 
0x65b943c;:0;CALL	76324e0 <strlen@plt>;(14613) 
0x65b9441;:0;MOV	%RAX,%R8;(14613) 
0x65b9444;:0;NOPW	%CS:(%RAX,%RAX,1);(14613) 
0x65b9450;:0;LEA	-0x190(%RBP),%RDI;(14613) 
0x65b9457;:0;XOR	%ESI,%ESI;(14613) 
0x65b9459;:0;XOR	%EDX,%EDX;(14613) 
0x65b945b;:0;MOV	%RBX,%RCX;(14613) 
0x65b945e;:0;CALL	7632e00 <_ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE10_M_replaceEmmPKcm@plt>;(14613) 
0x65b9463;:0;LEA	-0x2a0(%RBP),%RDI;(14613) 
0x65b946a;:0;CALL	764d600 <_ZN3tsl8str_util23RemoveLeadingWhitespaceEPSt17basic_string_viewIcSt11char_traitsIcEE@plt>;(14613) 
0x65b946f;:0;TEST	%R14B,%R14B;(14613) 
0x65b9472;:0;JE	65b9562 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1bc2>;(14613) 
0x65b9478;:0;MOV	-0x2a0(%RBP),%RAX;(14613) 
0x65b947f;:0;TEST	%RAX,%RAX;(14613) 
0x65b9482;:0;JE	65b97b6 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1e16>;(14613) 
0x65b9488;:0;MOV	-0x298(%RBP),%RCX;(14613) 
0x65b948f;:0;CMPB	$0x29,(%RCX);(14613) 
0x65b9492;:0;JNE	65b97b6 <_ZNK10tensorflow12OpDefBuilder8FinalizeEPNS_18OpRegistrationDataE+0x1e16>;(14613) 
0x65b9498;:0;INC	%RCX;(14613) 
0x65b949b;:0;MOV	%RCX,-0x298(%RBP);(14613) 
0x65b94a2;:0;DEC	%RAX;(14613) 
0x65b94a5;:0;MOV	%RAX,-0x2a0(%RBP);(14613) 
0x65b94ac;:0;LEA	-0x2a0(%RBP),%RDI;(14613) 
0x65b94b3;:0;CALL	764d600 <_ZN3tsl8str_util23RemoveLeadingWhitespaceEPSt17basic_string_viewIcSt11char_traitsIcEE@plt>;(14613) 
0x65b94b8;:0;MOVQ	$0x5,-0x170(%RBP);(14613) 
0x65b94c3;:0;LEA	-0x5c2cf57(%RIP),%RAX;(14613) 
0x65b94ca;:0;MOV	%RAX,-0x168(%RBP);(14613) 
0x65b94d1;:0;MOV	-0x190(%RBP),%RAX;(14613) 
0x65b94d8;:0;MOV	-0x188(%RBP),%RCX;(14613) 
0x65b94df;:0;MOV	%RCX,-0x60(%RBP);(14613) 
0x65b94e3;:0;MOV	%RAX,-0x58(%RBP);(14613) 
0x65b94e7;:0;MOVQ	$0x1,-0x90(%RBP);(14613) 
0x65b94f2;:0;LEA	-0x5be9f72(%RIP),%RAX;(14613) 
0x65b94f9;:0;MOV	%RAX,-0x88(%RBP);(14613) 
