address;source_location;insn;indent
0x523f0;:0;PUSH	%R15;
0x537c1;:0;MOV	$0x1,%R14D;
0x537c7;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x537cc;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x537d1;:0;MOV	0x30(%RSP),%R9;
0x537d6;:0;MOV	0x18(%RSP),%R11;
0x537db;:0;MOV	%RAX,%R8;
0x537de;:0;JMP	52816 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x426>;
0x537e3;:0;MOV	0x320de(%RIP),%RDI;
0x537ea;:0;MOV	%R9,0x30(%RSP);
0x537ef;:0;MOV	%R11,0x18(%RSP);
0x537f4;:0;CALL	1bd00 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x537f9;:0;MOV	0x18(%RSP),%R11;
0x537fe;:0;MOV	0x30(%RSP),%R9;
0x53803;:0;MOV	%RAX,%R12;
0x53806;:0;JMP	537a1 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x13b1>;
0x53808;:0;MOV	$0x84ed,%ESI;
0x5380d;:0;JMP	5374b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x135b>;
0x53812;:0;XOR	%R8D,%R8D;
0x53815;:0;MOV	$0x84f2,%ESI;
0x5381a;:0;JMP	5374b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x135b>;
0x5381f;:0;MOV	%RBP,%RDI;
0x53822;:0;MOV	%R11,(%RSP);
0x53826;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x5382b;:0;MOV	(%RSP),%R11;
0x5382f;:0;JMP	534f6 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1106>;
0x53834;:0;MOV	%R11,%RDI;
0x53837;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x5383c;:0;JMP	5353c <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x114c>;
0x53841;:0;MOV	%RBP,%RDI;
0x53844;:0;CALL	77f0 <_Py_Dealloc@plt>;
0x53849;:0;JMP	53551 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1161>;
0x5384e;:0;MOV	0x32073(%RIP),%RDI;
0x53855;:0;LEA	0x31424(%RIP),%RDX;
0x5385c;:0;LEA	0x31425(%RIP),%RSI;
0x53863;:0;CALL	1bf00 <_ZL26__Pyx__GetModuleGlobalNameP7_objectPmPS0_>;
0x53868;:0;MOV	%RAX,%R11;
0x5386b;:0;TEST	%R11,%R11;
0x5386e;:0;JNE	52bfe <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x80e>;
0x53874;:0;MOV	$0x85d9,%ESI;
0x53879;:0;MOV	$0x405,%R15D;
0x5387f;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x53884;:0;CALL	7360 <PyObject_GetAttr@plt>;
0x53889;:0;MOV	(%RSP),%R11;
0x5388d;:0;MOV	%RAX,%R13;
0x53890;:0;JMP	52c29 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x839>;
0x53895;:0;MOV	0x3202c(%RIP),%RDI;
0x5389c;:0;CALL	1bd00 <_ZL20__Pyx_GetBuiltinNameP7_object>;
0x538a1;:0;MOV	%RAX,%R11;
0x538a4;:0;JMP	5386b <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x147b>;
0x538a6;:0;MOV	%RBX,%R9;
0x538a9;:0;MOV	$0x85db,%ESI;
0x538ae;:0;MOV	$0x405,%R15D;
0x538b4;:0;JMP	53700 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1310>;
0x538b9;:0;LEA	-0x1(%RAX),%ESI;(305) 
0x538bc;:0;MOV	$0x8611,%EDX;(305) 
0x538c1;:0;LEA	0x1cdf0(%RIP),%RDI;(305) 
0x538c8;:0;XOR	%EAX,%EAX;(305) 
0x538ca;:0;CALL	17840 <_ZL16__pyx_fatalerrorPKcz.constprop.0>;(305) 
0x538cf;:0;MOV	%R13,%R9;(305) 
0x538d2;:0;MOV	$0x85de,%ESI;(305) 
0x538d7;:0;XOR	%R13D,%R13D;(305) 
0x538da;:0;MOV	$0x405,%R15D;(305) 
0x538e0;:0;JMP	52fa8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xbb8>;(305) 
0x538e5;:0;LEA	-0x1(%RAX),%ESI;  (306) 
0x538e8;:0;MOV	$0x8610,%EDX;  (306) 
0x538ed;:0;LEA	0x1cdc4(%RIP),%RDI;  (306) 
0x538f4;:0;XOR	%EAX,%EAX;  (306) 
0x538f6;:0;CALL	17840 <_ZL16__pyx_fatalerrorPKcz.constprop.0>;  (306) 
0x538fb;:0;MOV	0x18(%R13),%R15;  (306) 
0x538ff;:0;TEST	%R15,%R15;  (306) 
0x53902;:0;JE	52d39 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x949>;  (306) 
0x53908;:0;MOV	0x10(%R13),%R9;  (306) 
0x5390c;:0;ADDQ	$0x1,(%R15);  (306) 
0x53910;:0;ADDQ	$0x1,(%R9);  (306) 
0x53914;:0;SUBQ	$0x1,(%R13);  (306) 
0x53919;:0;JE	53a52 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1662>;  (306) 
0x5391f;:0;MOVQ	%R8,%XMM6;  (306) 
0x53924;:0;MOVQ	%R15,%XMM0;  (306) 
0x53929;:0;MOV	%R9,%RDI;  (306) 
0x5392c;:0;MOV	$0x2,%EDX;  (306) 
0x53931;:0;PUNPCKLQDQ	%XMM6,%XMM0;  (306) 
0x53935;:0;LEA	0x40(%RSP),%RSI;  (306) 
0x5393a;:0;MOV	%R8,0x8(%RSP);  (306) 
0x5393f;:0;MOV	%R9,(%RSP);  (306) 
0x53943;:0;MOVAPS	%XMM0,0x40(%RSP);  (306) 
0x53948;:0;CALL	1bf80 <_ZL27__Pyx_PyObject_FastCallDictP7_objectPS0_mS0_.constprop.1>;  (306) 
0x5394d;:0;SUBQ	$0x1,(%R15);  (306) 
0x53951;:0;MOV	(%RSP),%R9;  (306) 
0x53955;:0;MOV	0x8(%RSP),%R8;  (306) 
0x5395a;:0;MOV	%RAX,%R12;  (306) 
0x5395d;:0;JNE	52d67 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x977>;  (306) 
0x53963;:0;MOV	%R15,%RDI;  (306) 
0x53966;:0;MOV	%R8,0x8(%RSP);  (306) 
0x5396b;:0;MOV	%R9,(%RSP);  (306) 
0x5396f;:0;CALL	77f0 <_Py_Dealloc@plt>;  (306) 
0x53974;:0;MOV	0x8(%RSP),%R8;  (306) 
0x53979;:0;MOV	(%RSP),%R9;  (306) 
0x5397d;:0;JMP	52d67 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x977>;  (306) 
0x53982;:0;XOR	%EBX,%EBX;
0x53984;:0;MOV	$0x8472,%ESI;
0x53989;:0;MOV	$0x3e1,%R15D;
0x5398f;:0;MOV	$0x1,%R14D;
0x53995;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x5399a;:0;MOV	%RBP,%R11;
0x5399d;:0;XOR	%R13D,%R13D;
0x539a0;:0;XOR	%EBP,%EBP;
0x539a2;:0;MOV	$0x1,%R14D;
0x539a8;:0;MOV	$0x847c,%ESI;
0x539ad;:0;MOV	$0x3e0,%R15D;
0x539b3;:0;JMP	53700 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1310>;
0x539b8;:0;PXOR	%XMM0,%XMM0;
0x539bc;:0;XOR	%EBX,%EBX;
0x539be;:0;MOV	$0x84f7,%ESI;
0x539c3;:0;MOV	$0x3ec,%R15D;
0x539c9;:0;MOVAPS	%XMM0,0x120(%RSP);
0x539d1;:0;JMP	52dca <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9da>;
0x539d6;:0;MOV	%RBX,%R13;
0x539d9;:0;XOR	%R8D,%R8D;
0x539dc;:0;XOR	%EBX,%EBX;
0x539de;:0;MOV	$0x84cf,%ESI;
0x539e3;:0;MOV	$0x3e8,%R15D;
0x539e9;:0;JMP	52e14 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa24>;
0x539ee;:0;MOV	%RBP,%R13;
0x539f1;:0;MOV	$0x1,%R14D;
0x539f7;:0;XOR	%EBP,%EBP;
0x539f9;:0;MOV	$0x84a7,%ESI;
0x539fe;:0;MOV	$0x3e4,%R15D;
0x53a04;:0;JMP	532dd <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xeed>;
0x53a09;:0;MOV	%RBP,%RSI;
0x53a0c;:0;CALL	70e0 <PyNumber_Remainder@plt>;
0x53a11;:0;MOV	%RAX,%R11;
0x53a14;:0;JMP	534d8 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x10e8>;
0x53a19;:0;XOR	%EBX,%EBX;
0x53a1b;:0;MOV	$0x84a5,%ESI;
0x53a20;:0;MOV	$0x3e4,%R15D;
0x53a26;:0;MOV	$0x1,%R14D;
0x53a2c;:0;JMP	52e3e <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa4e>;
0x53a31;:0;XOR	%EBX,%EBX;
0x53a33;:0;XOR	%R8D,%R8D;
0x53a36;:0;XOR	%R12D,%R12D;
0x53a39;:0;XOR	%R13D,%R13D;
0x53a3c;:0;MOV	$0x1,%R14D;
0x53a42;:0;MOV	$0x84aa,%ESI;
0x53a47;:0;MOV	$0x3e4,%R15D;
0x53a4d;:0;JMP	52e05 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa15>;
0x53a52;:0;MOV	%R13,%RDI;  (306) 
0x53a55;:0;MOV	%R8,0x8(%RSP);  (306) 
0x53a5a;:0;MOV	%R9,(%RSP);  (306) 
0x53a5e;:0;CALL	77f0 <_Py_Dealloc@plt>;  (306) 
0x53a63;:0;MOV	(%RSP),%R9;  (306) 
0x53a67;:0;MOV	0x8(%RSP),%R8;  (306) 
0x53a6c;:0;JMP	5391f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x152f>;  (306) 
0x53a71;:0;NOPW	%CS:(%RAX,%RAX,1);
0x53a7c;:0;NOPL	(%RAX);
