address;source_location;insn;indent
0x62613b0;:0;MOV	-0x430(%RBP),%R14;
0x62621b9;:0;JE	62616ea <_ZNK10tensorflow29ProcessFunctionLibraryRuntime18RunMultiDeviceSyncERKNS_22FunctionLibraryRuntime7OptionsEmPSt6vectorISt7variantIJNS_6TensorENS_11TensorShapeEEESaIS9_EESt8functionIFN4absl12lts_202308026StatusERKNS0_21ComponentFunctionDataEPNS0_12InternalArgsEEE+0x41a>;
0x62621bf;:0;LEA	-0x5857a12(%RIP),%RDI;
0x62621c6;:0;MOV	$0x4,%ESI;
0x62621cb;:0;CALL	7632c30 <_ZN3tsl8internal10LogMessage16VmoduleActivatedEPKci@plt>;
0x62621d0;:0;MOV	%AL,0x154a8b2(%RIP);
0x62621d6;:0;LEA	0x154a8b3(%RIP),%RDI;
0x62621dd;:0;CALL	7632c40 <__cxa_guard_release@plt>;
0x62621e2;:0;JMP	62616ea <_ZNK10tensorflow29ProcessFunctionLibraryRuntime18RunMultiDeviceSyncERKNS_22FunctionLibraryRuntime7OptionsEmPSt6vectorISt7variantIJNS_6TensorENS_11TensorShapeEEESaIS9_EESt8functionIFN4absl12lts_202308026StatusERKNS0_21ComponentFunctionDataEPNS0_12InternalArgsEEE+0x41a>;
0x62621e7;:0;LEA	0x154a892(%RIP),%RDI;
0x62621ee;:0;CALL	7632c20 <__cxa_guard_acquire@plt>;
0x62621f3;:0;TEST	%EAX,%EAX;
0x62621f5;:0;JE	6261d16 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime18RunMultiDeviceSyncERKNS_22FunctionLibraryRuntime7OptionsEmPSt6vectorISt7variantIJNS_6TensorENS_11TensorShapeEEESaIS9_EESt8functionIFN4absl12lts_202308026StatusERKNS0_21ComponentFunctionDataEPNS0_12InternalArgsEEE+0xa46>;
0x62621fb;:0;LEA	-0x5857a4e(%RIP),%RDI;
0x6262202;:0;MOV	$0x2,%ESI;
0x6262207;:0;CALL	7632c30 <_ZN3tsl8internal10LogMessage16VmoduleActivatedEPKci@plt>;
0x626220c;:0;MOV	%AL,0x154a866(%RIP);
0x6262212;:0;LEA	0x154a867(%RIP),%RDI;
0x6262219;:0;CALL	7632c40 <__cxa_guard_release@plt>;
0x626221e;:0;JMP	6261d16 <_ZNK10tensorflow29ProcessFunctionLibraryRuntime18RunMultiDeviceSyncERKNS_22FunctionLibraryRuntime7OptionsEmPSt6vectorISt7variantIJNS_6TensorENS_11TensorShapeEEESaIS9_EESt8functionIFN4absl12lts_202308026StatusERKNS0_21ComponentFunctionDataEPNS0_12InternalArgsEEE+0xa46>;
