address;source_location;insn;indent
0x34fd0;:0;PUSH	%R15;
0x3627b;:0;MOV	(%R15),%EAX;
0x3627e;:0;MOV	0x10(%R13),%RBX;
0x36282;:0;ADD	$0x1,%EAX;
0x36285;:0;JE	3628a <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x12ba>;
0x36287;:0;MOV	%EAX,(%R15);
0x3628a;:0;MOV	(%RBX),%EAX;
0x3628c;:0;ADD	$0x1,%EAX;
0x3628f;:0;JE	36293 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x12c3>;
0x36291;:0;MOV	%EAX,(%RBX);
0x36293;:0;MOV	(%R13),%RAX;
0x36297;:0;TEST	%EAX,%EAX;
0x36299;:0;JS	362a9 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x12d9>;
0x3629b;:0;SUB	$0x1,%RAX;
0x3629f;:0;MOV	%RAX,(%R13);
0x362a3;:0;JE	36382 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x13b2>;
0x362a9;:0;MOV	%RBX,%R13;
0x362ac;:0;LEA	0x40(%RSP),%RSI;
0x362b1;:0;MOV	$0x2,%EDX;
0x362b6;:0;JMP	35882 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x8b2>;
0x362bb;:0;MOV	%R13,%R15;
0x362be;:0;XOR	%R8D,%R8D;
0x362c1;:0;XOR	%EBP,%EBP;
0x362c3;:0;XOR	%R13D,%R13D;
0x362c6;:0;MOV	$0x85f3,%ESI;
0x362cb;:0;MOV	$0x405,%EBX;
0x362d0;:0;JMP	35970 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9a0>;
0x362d5;:0;MOVB	$0x1,0xf(%RSP);
0x362da;:0;XOR	%R15D,%R15D;
0x362dd;:0;MOV	%R14,%RBP;
0x362e0;:0;MOV	$0x847c,%ESI;
0x362e5;:0;MOVQ	$0,(%RSP);
0x362ed;:0;MOV	$0x3e0,%EBX;
0x362f2;:0;JMP	36134 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x1164>;
0x362f7;:0;PXOR	%XMM0,%XMM0;
0x362fb;:0;XOR	%R14D,%R14D;
0x362fe;:0;MOV	$0x84f7,%ESI;
0x36303;:0;MOV	$0x3ec,%EBX;
0x36308;:0;MOVAPS	%XMM0,0x120(%RSP);
0x36310;:0;JMP	3590f <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x93f>;
0x36315;:0;MOV	%R14,%RSI;
0x36318;:0;CALL	70d0 <PyNumber_Remainder@plt>;
0x3631d;:0;MOV	%RAX,(%RSP);
0x36321;:0;JMP	35f91 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xfc1>;
0x36326;:0;MOVB	$0x1,0xf(%RSP);
0x3632b;:0;MOV	$0x3e4,%EBX;
0x36330;:0;MOV	$0x84a5,%ESI;
0x36335;:0;MOVQ	$0,(%RSP);
0x3633d;:0;JMP	359ee <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xa1e>;
0x36342;:0;MOVB	$0x1,0xf(%RSP);
0x36347;:0;MOV	%R14,%R13;
0x3634a;:0;MOV	$0x84a7,%ESI;
0x3634f;:0;MOV	$0x3e4,%EBX;
0x36354;:0;JMP	35df0 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0xe20>;
0x36359;:0;MOV	(%RSP),%RBP;
0x3635d;:0;MOVB	$0x1,0xf(%RSP);
0x36362;:0;XOR	%R14D,%R14D;
0x36365;:0;XOR	%R8D,%R8D;
0x36368;:0;MOVQ	$0,(%RSP);
0x36370;:0;XOR	%R12D,%R12D;
0x36373;:0;MOV	$0x84aa,%ESI;
0x36378;:0;MOV	$0x3e4,%EBX;
0x3637d;:0;JMP	35989 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x9b9>;
0x36382;:0;MOV	%R13,%RDI;
0x36385;:0;MOV	%RBX,%R13;
0x36388;:0;CALL	7800 <_Py_Dealloc@plt>;
0x3638d;:0;LEA	0x40(%RSP),%RSI;
0x36392;:0;MOV	$0x2,%EDX;
0x36397;:0;JMP	35882 <_ZL48__pyx_f_7sklearn_4tree_5_tree_4Tree__apply_denseP36__pyx_obj_7sklearn_4tree_5_tree_TreeP7_object+0x8b2>;
0x3639c;:0;NOPL	(%RAX);
